Costo1,Costo2,Topico,Quincena,TipoProducto,Conversion
0.36,0.173,2,9,1,Si
0.424,0.316,3,8,1,Si
0.309,0.155,3,6,1,Si
0.46,0.157,3,9,1,Si
0.311,0.057,2,10,1,Si
0.465,0.319,3,6,1,Si
0.109,0.196,3,7,1,Si
0.197,0.289,2,9,1,Si
0.363,0.279,4,7,1,Si
0.492,0.193,3,9,1,Si
0.427,0.118,4,10,1,Si
0.302,0.136,2,9,1,Si
0.418,0.198,4,8,1,Si
0.219,0.099,2,10,1,Si
0.254,0.162,3,10,1,Si
0.199,0.045,3,9,1,Si
0.342,0.002,3,10,1,Si
0.452,0.204,4,7,1,Si
0.455,0.269,2,7,1,Si
0.28,0.317,3,9,1,Si
0.112,0.107,3,8,1,Si
0.003,0.139,3,10,1,Si
0.03,0.252,3,9,1,Si
0.042,0.049,3,8,1,Si
0.005,0.227,3,6,1,Si
0.046,0.304,3,9,1,Si
0.238,0.178,4,6,1,Si
0.293,0.206,3,7,1,Si
0.325,0.091,2,8,1,Si
0.441,0.214,4,8,1,Si
0.144,0.149,4,9,1,Si
0.281,0.299,2,6,1,Si
0.17,0.064,3,10,1,Si
0.435,0.292,4,8,1,Si
0.191,0.013,2,8,1,Si
0.084,0.194,2,9,1,Si
0.023,0.03,4,7,1,Si
0.373,0.032,2,6,1,Si
0.038,0.112,3,8,1,Si
0.123,0.157,2,8,1,Si
0.081,0.02,4,9,1,Si
0.049,0.275,3,10,1,Si
0.142,0.083,3,8,1,Si
0.279,0.197,3,8,1,Si
0.052,0.036,3,6,1,Si
0.055,0.065,3,7,1,Si
0.319,0.269,3,7,1,Si
0.074,0.042,2,10,1,Si
0.453,0.151,4,9,1,Si
0.416,0.309,3,6,1,Si
0.161,0.097,4,6,1,Si
0.316,0.078,2,9,1,Si
0.085,0.177,2,8,1,Si
0.33,0.297,3,10,1,Si
0.285,0.327,3,8,1,Si
0.034,0.324,3,8,1,Si
0.363,0.112,3,7,1,Si
0.244,0.183,4,7,1,Si
0.032,0.081,3,9,1,Si
0.455,0.295,3,10,1,Si
0.013,0.172,3,8,1,Si
0.377,0.021,2,8,1,Si
0.159,0.213,2,8,1,Si
0.291,0.304,4,8,1,Si
0.031,0.275,2,8,1,Si
0.338,0.094,4,7,1,Si
0.241,0.249,4,8,1,Si
0.428,0.289,4,9,1,Si
0.01,0.255,4,7,1,Si
0.418,0.26,4,10,1,Si
0.199,0.01,3,7,1,Si
0.163,0.154,3,8,1,Si
0.265,0.322,3,9,1,Si
0.13,0.137,3,7,1,Si
0.187,0.035,4,8,1,Si
0.228,0.284,2,9,1,Si
0.348,0.327,2,8,1,Si
0.353,0.174,2,6,1,Si
0.41,0.134,3,9,1,Si
0.282,0.27,3,7,1,Si
0.036,0.171,2,8,1,Si
0.238,0.219,3,8,1,Si
0.071,0.261,3,6,1,Si
0.021,0.315,3,8,1,Si
0.047,0.122,2,8,1,Si
0.332,0.146,4,7,1,Si
0.038,0.061,2,10,1,Si
0.341,0.037,3,8,1,Si
0.423,0.316,4,7,1,Si
0.377,0.183,3,7,1,Si
0.255,0.189,3,8,1,Si
0.401,0.043,2,9,1,Si
0.234,0.263,3,9,1,Si
0.146,0.135,2,10,1,Si
0.463,0.011,4,7,1,Si
0.278,0.319,3,8,1,Si
0.003,0.135,3,7,1,Si
0.49,0.133,3,6,1,Si
0.079,0.191,3,6,1,Si
0.363,0.073,2,8,1,Si
0.023,0.215,4,10,1,Si
0.492,0.052,3,9,1,Si
0.344,0.311,3,9,1,Si
0.273,0.287,3,8,1,Si
0.498,0.265,4,10,1,Si
0.477,0.19,4,8,1,Si
0.017,0.095,2,10,1,Si
0.098,0.205,4,7,1,Si
0.169,0.255,4,8,1,Si
0.373,0.068,2,10,1,Si
0.265,0.037,2,9,1,Si
0.36,0.05,4,10,1,Si
0.404,0.028,3,10,1,Si
0.174,0.178,3,8,1,Si
0.497,0.195,4,9,1,Si
0.476,0.099,3,8,1,Si
0.233,0.156,3,7,1,Si
0.066,0.024,4,9,1,Si
0.156,0.305,2,6,1,Si
0.105,0.036,3,10,1,Si
0.148,0.029,4,8,1,Si
0.436,0.064,4,7,1,Si
0.165,0.014,4,7,1,Si
0.25,0.152,3,6,1,Si
0.435,0.036,3,8,1,Si
0.121,0.077,3,9,1,Si
0.062,0.218,4,10,1,Si
0.11,0.046,3,8,1,Si
0.416,0.141,3,9,1,Si
0.372,0.163,3,8,1,Si
0.249,0.261,4,8,1,Si
0.156,0.236,3,9,1,Si
0.065,0.294,3,7,1,Si
0.058,0.116,3,10,1,Si
0.039,0.019,4,8,1,Si
0.391,0.02,4,7,1,Si
0.084,0.148,3,7,1,Si
0.444,0.272,3,9,1,Si
0.464,0.318,4,10,1,Si
0.217,0.206,3,10,1,Si
0.379,0.05,3,7,1,Si
0.394,0.071,2,8,1,Si
0.481,0.012,2,7,1,Si
0.38,0.28,4,10,1,Si
0.151,0.321,3,7,1,Si
0.178,0.078,2,9,1,Si
0.025,0.094,4,8,1,Si
0.052,0.221,3,10,1,Si
0.288,0.177,3,9,1,Si
0.187,0.298,3,6,1,Si
0.458,0.091,3,9,1,Si
0.365,0.282,4,9,1,Si
0.128,0.323,3,8,1,Si
0.282,0.019,4,9,1,Si
0.493,0.051,2,8,1,Si
0.117,0.052,3,8,1,Si
0.425,0.31,3,8,1,Si
0.201,0.142,2,8,1,Si
0.206,0.096,3,7,1,Si
0.452,0.119,4,7,1,Si
0.071,0.326,2,7,1,Si
0.068,0.122,4,6,1,Si
0.159,0.243,3,7,1,Si
0.432,0.028,4,7,1,Si
0.485,0.043,2,6,1,Si
0.021,0.035,4,10,1,Si
0.452,0.192,2,7,1,Si
0.208,0.291,3,8,1,Si
0.155,0.327,3,9,1,Si
0.254,0.065,4,8,1,Si
0.083,0.314,3,8,1,Si
0.116,0.077,4,6,1,Si
0.107,0.229,2,6,1,Si
0.394,0.007,3,10,1,Si
0.458,0.328,4,7,1,Si
0.213,0.289,3,8,1,Si
0.328,0.265,3,9,1,Si
0.243,0.268,3,9,1,Si
0.288,0.278,2,9,1,Si
0.043,0.036,3,8,1,Si
0.125,0.004,4,7,1,Si
0.344,0.163,3,9,1,Si
0.5,0.322,4,9,1,Si
0.172,0.147,2,8,1,Si
0.473,0.059,4,9,1,Si
0.123,0.192,2,6,1,Si
0.139,0.238,4,9,1,Si
0.022,0.116,2,10,1,Si
0.058,0.083,3,9,1,Si
0.193,0.282,3,9,1,Si
0.098,0.172,4,7,1,Si
0.459,0.095,3,9,1,Si
0.289,0.243,4,6,1,Si
0.066,0.255,3,9,1,Si
0.442,0.153,3,8,1,Si
0.214,0.333,4,8,1,Si
0.414,0.173,2,7,1,Si
0.407,0.189,3,7,1,Si
0.171,0.155,2,8,1,Si
0.101,0.209,2,9,1,Si
0.016,0.19,3,8,1,Si
0.185,0.128,3,6,1,Si
0.103,0.097,4,8,1,Si
0.465,0.147,3,8,1,Si
0.082,0.323,3,7,1,Si
0.118,0.194,3,9,1,Si
0.136,0.137,3,9,1,Si
0.388,0.181,3,7,1,Si
0.25,0.206,3,9,1,Si
0.018,0.298,4,6,1,Si
0.131,0.065,3,7,1,Si
0.28,0.174,3,9,1,Si
0.246,0.156,2,7,1,Si
0.149,0.165,3,7,1,Si
0.367,0.068,2,7,1,Si
0.038,0.059,4,7,1,Si
0.47,0.269,3,9,1,Si
0.305,0.249,4,10,1,Si
0.166,0.091,3,6,1,Si
0.212,0.258,2,10,1,Si
0.302,0.123,2,10,1,Si
0.491,0.003,2,6,1,Si
0.119,0.12,2,6,1,Si
0.497,0.107,3,7,1,Si
0.44,0.078,3,6,1,Si
0.269,0.135,3,7,1,Si
0.199,0.207,2,9,1,Si
0.057,0.321,3,7,1,Si
0.125,0.115,3,8,1,Si
0.022,0.313,4,8,1,Si
0.363,0.089,4,10,1,Si
0.014,0.091,3,8,1,Si
0.031,0.008,4,6,1,Si
0.383,0.073,4,9,1,Si
0.056,0.325,4,10,1,Si
0.385,0.05,2,9,1,Si
0.443,0.153,3,8,1,Si
0.363,0.073,3,9,1,Si
0.297,0.25,3,9,1,Si
0.088,0.101,2,8,1,Si
0.17,0.027,2,8,1,Si
0.128,0.032,2,7,1,Si
0.425,0.205,4,9,1,Si
0.401,0.049,3,8,1,Si
0.046,0.045,3,8,1,Si
0.148,0.049,2,10,1,Si
0.373,0.062,3,8,1,Si
0.454,0.02,2,9,1,Si
0.171,0.117,2,9,1,Si
0.057,0.072,3,7,1,Si
0.409,0.007,3,6,1,Si
0.431,0.245,3,8,1,Si
0.428,0.126,3,10,1,Si
0.055,0.156,4,6,1,Si
0.412,0.219,3,9,1,Si
0.498,0.121,4,8,1,Si
0.089,0.288,3,6,1,Si
0.077,0.232,3,7,1,Si
0.195,0.029,2,6,1,Si
0.15,0.146,4,7,1,Si
0.248,0.038,3,9,1,Si
0.474,0.065,2,9,1,Si
0.434,0.036,4,8,1,Si
0.26,0.178,3,9,1,Si
0.368,0.049,4,9,1,Si
0.345,0.116,3,7,1,Si
0.025,0.034,2,10,1,Si
0.371,0.259,3,8,1,Si
0.283,0.286,3,9,1,Si
0.074,0.164,3,10,1,Si
0.175,0.129,3,9,1,Si
0.187,0.207,3,6,1,Si
0.007,0.261,4,9,1,Si
0.077,0.309,2,9,1,Si
0.155,0.146,3,7,1,Si
0.155,0.152,3,9,1,Si
0.261,0.103,2,6,1,Si
0.483,0.102,2,10,1,Si
0.495,0.119,3,9,1,Si
0.475,0.111,3,9,1,Si
0.382,0.083,3,8,1,Si
0.331,0.288,4,7,1,Si
0.233,0.252,4,9,1,Si
0.254,0.245,3,9,1,Si
0.06,0.153,2,7,1,Si
0.119,0.188,2,9,1,Si
0.003,0.216,2,6,1,Si
0.157,0.31,2,7,1,Si
0.419,0.239,4,7,1,Si
0.286,0.257,2,9,1,Si
0.085,0.241,4,6,1,Si
0.467,0.319,3,9,1,Si
0.16,0.123,3,9,1,Si
0.448,0.177,3,8,1,Si
0.173,0.152,3,7,1,Si
0.074,0.056,4,7,1,Si
0.205,0.086,3,8,1,Si
0.439,0.124,2,8,1,Si
0.041,0.082,4,7,1,Si
0.15,0.224,3,9,1,Si
0.325,0.16,3,9,1,Si
0.232,0.1,4,8,1,Si
0.017,0.283,4,9,1,Si
0.046,0.208,3,7,1,Si
0.019,0.125,2,6,1,Si
0.1,0.267,4,7,1,Si
0.452,0.181,3,9,1,Si
0.217,0.253,4,7,1,Si
0.466,0.124,4,8,1,Si
0.185,0.091,2,6,1,Si
0.073,0.067,3,8,1,Si
0.133,0.188,2,8,1,Si
0.474,0.185,2,7,1,Si
0.05,0.168,4,8,1,Si
0.133,0.322,4,9,1,Si
0.336,0.065,3,8,1,Si
0.093,0.036,2,9,1,Si
0.279,0.087,2,9,1,Si
0.283,0.294,3,9,1,Si
0.154,0.017,3,7,1,Si
0.138,0.024,3,6,1,Si
0.182,0.122,3,9,1,Si
0,0.261,3,7,1,Si
0.181,0.257,3,7,1,Si
0.361,0.17,4,7,1,Si
0.455,0.02,3,8,1,Si
0.036,0.236,3,10,1,Si
0.249,0.055,2,7,1,Si
0.411,0.028,3,6,1,Si
0.098,0.151,4,8,1,Si
0.318,0.301,2,10,1,Si
0.331,0.173,2,8,1,Si
0.392,0.07,3,8,1,Si
0.015,0.052,4,7,1,Si
0.477,0.234,3,6,1,Si
0.163,0.132,2,6,1,Si
0.283,0.105,2,8,1,Si
0.438,0.117,2,7,1,Si
0.181,0.228,2,9,1,Si
0.446,0.042,3,9,1,Si
0.184,0.031,3,10,1,Si
0.467,0.078,4,7,1,Si
0.407,0.235,3,6,1,Si
0.062,0.043,3,7,1,Si
0.464,0.223,3,9,1,Si
0.458,0.206,3,9,1,Si
0.258,0.299,3,8,1,Si
0.342,0.245,3,7,1,Si
0.349,0.295,4,8,1,Si
0.002,0.097,2,8,1,Si
0.493,0.044,2,7,1,Si
0.101,0.325,3,6,1,Si
0.361,0.21,4,7,1,Si
0.102,0.31,4,8,1,Si
0.34,0.278,3,7,1,Si
0.353,0.239,3,8,1,Si
0.096,0.155,3,9,1,Si
0.233,0.296,3,7,1,Si
0.167,0.168,4,7,1,Si
0.131,0.097,4,8,1,Si
0.185,0.071,3,10,1,Si
0.16,0.052,3,10,1,Si
0.473,0.323,3,9,1,Si
0.166,0.013,4,10,1,Si
0.264,0.216,2,10,1,Si
0.481,0.31,4,10,1,Si
0.436,0.242,3,8,1,Si
0.448,0.159,3,9,1,Si
0.267,0.166,4,7,1,Si
0.496,0.008,4,10,1,Si
0.336,0.316,3,6,1,Si
0.229,0.021,2,8,1,Si
0.238,0.21,4,7,1,Si
0.395,0.075,4,9,1,Si
0.089,0.083,4,7,1,Si
0.133,0.234,3,6,1,Si
0.011,0.223,2,7,1,Si
0.368,0.034,3,8,1,Si
0.495,0.161,2,10,1,Si
0.25,0.108,3,8,1,Si
0.454,0.331,3,7,1,Si
0.27,0.206,2,9,1,Si
0.418,0.231,3,7,1,Si
0.392,0.049,3,7,1,Si
0.161,0.036,3,6,1,Si
0.161,0.106,4,8,1,Si
0.437,0.267,3,7,1,Si
0.22,0.101,3,8,1,Si
0.462,0.02,3,7,1,Si
0.179,0.156,3,8,1,Si
0.306,0.213,3,8,1,Si
0.287,0.189,3,8,1,Si
0.27,0.16,3,6,1,Si
0.288,0.075,4,9,1,Si
0.199,0.131,3,10,1,Si
0.055,0.289,2,9,1,Si
0.169,0.024,2,7,1,Si
0.428,0.229,4,8,1,Si
0.447,0.061,3,7,1,Si
0.495,0.075,4,9,1,Si
0.39,0.311,2,9,1,Si
0.049,0.199,3,9,1,Si
0.135,0.315,4,9,1,Si
0.123,0.273,3,6,1,Si
0.143,0.314,4,6,1,Si
0.003,0.226,2,9,1,Si
0.173,0.187,3,10,1,Si
0.254,0.147,4,6,1,Si
0.336,0.238,4,8,1,Si
0.271,0.308,3,8,1,Si
0.116,0.012,3,8,1,Si
0.168,0.3,3,6,1,Si
0.204,0.33,3,10,1,Si
0.489,0.255,3,10,1,Si
0.121,0.061,3,8,1,Si
0.303,0.187,2,7,1,Si
0.323,0.062,3,7,1,Si
0.153,0.055,2,9,1,Si
0.416,0.142,3,9,1,Si
0.473,0.214,3,9,1,Si
0.386,0.058,3,9,1,Si
0.166,0.204,2,8,1,Si
0.113,0.219,3,7,1,Si
0.098,0.205,2,10,1,Si
0.448,0.292,2,7,1,Si
0.359,0.105,3,7,1,Si
0.459,0.2,3,10,1,Si
0.24,0.105,4,7,1,Si
0.343,0.041,3,9,1,Si
0.174,0.026,2,9,1,Si
0.467,0.08,4,10,1,Si
0.141,0.171,2,6,1,Si
0.279,0.011,3,6,1,Si
0.472,0.061,4,7,1,Si
0.357,0.086,3,8,1,Si
0.285,0.285,3,7,1,Si
0.225,0.077,4,7,1,Si
0.262,0.071,3,10,1,Si
0.252,0.186,4,6,1,Si
0.438,0.18,4,8,1,Si
0.436,0.217,3,8,1,Si
0.45,0.328,3,7,1,Si
0.387,0.325,3,7,1,Si
0.283,0.134,3,9,1,Si
0.109,0.281,3,9,1,Si
0.281,0.23,2,8,1,Si
0.292,0.183,3,9,1,Si
0.182,0.25,4,7,1,Si
0.437,0.192,4,7,1,Si
0.243,0.136,3,7,1,Si
0.422,0.311,4,10,1,Si
0.018,0.05,3,9,1,Si
0.072,0.047,2,7,1,Si
0.351,0.081,2,6,1,Si
0.363,0.076,3,9,1,Si
0.034,0.325,3,8,1,Si
0.167,0.026,4,10,1,Si
0.31,0.299,2,7,1,Si
0.298,0.28,4,9,1,Si
0.296,0.023,2,8,1,Si
0.419,0.138,4,6,1,Si
0.155,0.168,4,8,1,Si
0.23,0.053,3,9,1,Si
0.063,0.103,4,8,1,Si
0.43,0.043,3,6,1,Si
0.285,0.324,3,10,1,Si
0.446,0.167,2,9,1,Si
0.5,0,3,9,1,Si
0.429,0.051,3,10,1,Si
0.349,0.04,3,6,1,Si
0.118,0.273,4,9,1,Si
0.409,0.12,3,10,1,Si
0.347,0.212,3,9,1,Si
0.098,0.075,2,6,1,Si
0.031,0.311,4,8,1,Si
0.231,0.12,3,7,1,Si
0.475,0.049,3,6,1,Si
0.132,0.255,3,8,1,Si
0.113,0.026,3,7,1,Si
0.399,0.291,3,6,1,Si
0.424,0.292,4,6,1,Si
0.343,0.052,3,7,1,Si
0.489,0.128,2,10,1,Si
0.471,0.154,3,10,1,Si
0.126,0.25,4,7,1,Si
0.415,0.162,2,7,1,Si
0.372,0.145,4,10,1,Si
0.288,0.319,3,9,1,Si
0.361,0.3,3,9,1,Si
0.443,0.034,3,9,1,Si
0.111,0.008,4,10,1,Si
0.372,0.145,3,9,1,Si
0.41,0.229,2,8,1,Si
0.104,0.07,4,8,1,Si
0.159,0.236,3,9,1,Si
0.015,0.152,3,9,1,Si
0.337,0.235,4,8,1,Si
0.231,0.189,3,6,1,Si
0.364,0.015,3,8,1,Si
0.117,0.091,3,8,1,Si
0.385,0.113,3,7,1,Si
0.292,0.13,2,7,1,Si
0.347,0.048,3,8,1,Si
0.235,0.194,2,7,1,Si
0.285,0.249,3,9,1,Si
0.492,0.06,4,7,1,Si
0.034,0.312,3,8,1,Si
0.213,0.046,2,7,1,Si
0.403,0.055,3,9,1,Si
0.152,0.256,4,7,1,Si
0.367,0.291,2,6,1,Si
0.475,0.061,2,8,1,Si
0.119,0.241,2,7,1,Si
0.032,0.191,3,7,1,Si
0.373,0.111,3,8,1,Si
0.214,0.079,2,7,1,Si
0.328,0.278,3,9,1,Si
0.177,0.156,4,8,1,Si
0.394,0.142,2,6,1,Si
0.261,0.109,2,9,1,Si
0.471,0.108,3,10,1,Si
0.194,0.192,2,8,1,Si
0.109,0.133,2,9,1,Si
0.015,0.07,4,8,1,Si
0.402,0.066,3,6,1,Si
0.131,0.313,2,7,1,Si
0.107,0.045,2,7,1,Si
0.446,0.306,4,9,1,Si
0.044,0.306,3,7,1,Si
0.098,0.071,3,9,1,Si
0.474,0.133,3,8,1,Si
0.094,0.258,4,9,1,Si
0.105,0.258,4,8,1,Si
0.136,0.065,3,9,1,Si
0.019,0.3,3,7,1,Si
0.486,0.282,2,9,1,Si
0.319,0.257,3,10,1,Si
0.375,0.08,3,8,1,Si
0.252,0.219,2,7,1,Si
0.339,0.266,3,9,1,Si
0.16,0.307,3,6,1,Si
0.491,0.247,4,9,1,Si
0.308,0.093,4,6,1,Si
0.193,0.032,3,8,1,Si
0.032,0.119,3,10,1,Si
0.47,0.036,3,6,1,Si
0.369,0.332,4,10,1,Si
0.074,0.152,3,7,1,Si
0.13,0.153,4,7,1,Si
0.2,0.305,3,9,1,Si
0.362,0.031,4,8,1,Si
0.182,0.164,3,8,1,Si
0.174,0.29,2,8,1,Si
0.297,0.237,3,9,1,Si
0.453,0.079,3,8,1,Si
0.329,0.333,2,7,1,Si
0.137,0.174,4,9,1,Si
0.298,0.01,2,8,1,Si
0.086,0.171,2,9,1,Si
0.277,0.139,2,9,1,Si
0.223,0.126,2,8,1,Si
0.09,0.125,4,7,1,Si
0.089,0.156,3,9,1,Si
0.417,0.156,2,10,1,Si
0.22,0.143,3,10,1,Si
0.425,0.053,3,8,1,Si
0.181,0.133,4,8,1,Si
0.233,0.157,4,9,1,Si
0.38,0.148,3,10,1,Si
0.426,0.251,3,10,1,Si
0.496,0.286,3,9,1,Si
0.352,0.084,3,7,1,Si
0.023,0.107,2,7,1,Si
0.23,0.146,2,8,1,Si
0.047,0.256,2,7,1,Si
0.189,0.054,2,10,1,Si
0.045,0.295,4,8,1,Si
0.5,0.02,3,8,1,Si
0.201,0.231,3,6,1,Si
0.468,0.219,2,9,1,Si
0.356,0.1,3,8,1,Si
0.411,0.242,3,7,1,Si
0.131,0.183,2,6,1,Si
0.108,0.314,4,8,1,Si
0.309,0.002,3,7,1,Si
0.211,0.244,4,9,1,Si
0.28,0.091,4,8,1,Si
0.496,0.254,3,9,1,Si
0.281,0.329,3,9,1,Si
0.122,0.288,4,9,1,Si
0.095,0.265,2,8,1,Si
0.204,0.116,3,6,1,Si
0.049,0.086,3,10,1,Si
0.044,0.094,3,6,1,Si
0.237,0.32,3,8,1,Si
0.168,0.24,4,6,1,Si
0.022,0.245,3,9,1,Si
0.47,0.233,3,6,1,Si
0.241,0.277,4,8,1,Si
0.2,0.275,3,9,1,Si
0.001,0.117,3,10,1,Si
0.18,0.114,3,7,1,Si
0.124,0.124,3,9,1,Si
0.022,0.19,4,7,1,Si
0.459,0.003,2,10,1,Si
0.401,0.012,3,8,1,Si
0.491,0.186,3,6,1,Si
0.295,0.181,2,6,1,Si
0.288,0.186,4,8,1,Si
0.133,0.079,3,10,1,Si
0.234,0.054,4,8,1,Si
0.12,0.062,3,6,1,Si
0.254,0.295,4,8,1,Si
0.033,0.026,2,8,1,Si
0.246,0.176,3,8,1,Si
0.118,0.078,3,6,1,Si
0.217,0.235,3,8,1,Si
0.076,0.183,4,10,1,Si
0.121,0.195,3,8,1,Si
0.483,0.321,3,9,1,Si
0.073,0.11,3,6,1,Si
0.202,0.114,3,8,1,Si
0.021,0.192,3,9,1,Si
0.058,0.323,4,7,1,Si
0.15,0.282,3,10,1,Si
0.055,0.294,3,8,1,Si
0.325,0.269,3,7,1,Si
0.353,0.271,2,6,1,Si
0.065,0.216,3,7,1,Si
0.122,0.04,3,6,1,Si
0.166,0.276,2,10,1,Si
0.292,0.244,2,8,1,Si
0.194,0.227,3,10,1,Si
0.281,0.289,4,10,1,Si
0.466,0.269,2,8,1,Si
0.359,0.044,2,7,1,Si
0.057,0.046,3,8,1,Si
0.151,0.258,2,8,1,Si
0.008,0.014,4,9,1,Si
0.309,0.264,4,6,1,Si
0.319,0.16,3,7,1,Si
0.252,0.06,3,7,1,Si
0.318,0.279,3,10,1,Si
0.303,0.18,2,6,1,Si
0.121,0.117,3,8,1,Si
0.184,0.279,3,9,1,Si
0.038,0.223,2,9,1,Si
0.258,0.037,3,9,1,Si
0.171,0.309,3,10,1,Si
0.172,0.217,4,6,1,Si
0.026,0.229,3,7,1,Si
0.146,0.311,2,7,1,Si
0.012,0.012,4,8,1,Si
0.315,0.255,2,9,1,Si
0.096,0.202,2,7,1,Si
0.399,0.175,3,10,1,Si
0.222,0.157,4,9,1,Si
0.106,0.27,3,7,1,Si
0.347,0.331,3,10,1,Si
0.339,0.22,3,7,1,Si
0.187,0.014,2,9,1,Si
0.001,0.314,3,7,1,Si
0.344,0.172,3,9,1,Si
0.198,0.201,2,9,1,Si
0.118,0.222,3,10,1,Si
0.147,0.189,4,6,1,Si
0.393,0.262,3,6,1,Si
0.112,0.115,3,9,1,Si
0.107,0.081,2,9,1,Si
0.294,0.327,3,10,1,Si
0.212,0.021,3,10,1,Si
0.333,0.149,3,10,1,Si
0.244,0.13,2,9,1,Si
0.237,0.014,2,10,1,Si
0.042,0.164,3,6,1,Si
0.257,0.166,4,8,1,Si
0.17,0.166,3,8,1,Si
0.271,0.138,4,7,1,Si
0.11,0.275,4,9,1,Si
0.437,0.213,2,10,1,Si
0.081,0.311,4,9,1,Si
0.339,0.113,3,7,1,Si
0.223,0.023,2,7,1,Si
0.333,0.252,4,10,1,Si
0.392,0.112,4,9,1,Si
0.441,0.086,3,10,1,Si
0.234,0.099,3,7,1,Si
0.171,0.199,4,7,1,Si
0.011,0.277,3,8,1,Si
0.105,0.1,4,8,1,Si
0.206,0.2,3,8,1,Si
0.429,0.288,4,8,1,Si
0.117,0.118,4,8,1,Si
0.099,0.22,2,6,1,Si
0.236,0.058,4,8,1,Si
0.276,0.185,3,9,1,Si
0.285,0.321,4,10,1,Si
0.383,0.23,3,8,1,Si
0.11,0.246,2,7,1,Si
0.388,0.009,2,9,1,Si
0.186,0.261,2,9,1,Si
0.077,0.147,3,10,1,Si
0.087,0.167,3,7,1,Si
0.431,0.134,4,7,1,Si
0.454,0.06,2,8,1,Si
0.21,0.034,3,8,1,Si
0.104,0.272,3,8,1,Si
0.468,0.232,3,9,1,Si
0.297,0.301,3,7,1,Si
0.086,0.132,3,7,1,Si
0.034,0.186,3,7,1,Si
0.34,0.226,4,8,1,Si
0.051,0.224,4,8,1,Si
0.123,0.146,4,6,1,Si
0.275,0.241,3,8,1,Si
0.128,0.235,2,7,1,Si
0.147,0.166,4,8,1,Si
0.186,0.236,4,8,1,Si
0.326,0.281,3,9,1,Si
0.04,0.2,3,7,1,Si
0.263,0.249,2,7,1,Si
0.305,0.209,3,6,1,Si
0.46,0.004,3,8,1,Si
0.109,0.192,2,7,1,Si
0.398,0.041,4,10,1,Si
0.367,0.077,3,6,1,Si
0.148,0.26,3,9,1,Si
0.056,0.051,3,8,1,Si
0.105,0.288,2,9,1,Si
0.259,0.201,3,7,1,Si
0.008,0.274,3,10,1,Si
0.422,0.281,3,9,1,Si
0.389,0.086,4,7,1,Si
0.124,0.11,3,10,1,Si
0.215,0.195,3,9,1,Si
0.472,0.257,2,8,1,Si
0.488,0.306,3,9,1,Si
0.334,0.018,3,8,1,Si
0.35,0.056,2,9,1,Si
0.445,0.235,3,10,1,Si
0.482,0.147,3,7,1,Si
0.298,0.033,3,9,1,Si
0.357,0.232,3,6,1,Si
0.053,0.129,3,6,1,Si
0.053,0.242,4,8,1,Si
0.121,0.166,4,10,1,Si
0.3,0.099,2,9,1,Si
0.306,0.096,3,7,1,Si
0.091,0.191,2,6,1,Si
0.205,0.135,3,10,1,Si
0.346,0.064,3,9,1,Si
0.431,0.054,3,9,1,Si
0.218,0.087,3,8,1,Si
0.408,0.035,3,8,1,Si
0.368,0.163,3,7,1,Si
0.183,0.313,3,7,1,Si
0.351,0.021,4,9,1,Si
0.429,0.253,2,8,1,Si
0.042,0.112,3,8,1,Si
0.05,0.117,2,7,1,Si
0.188,0.029,3,6,1,Si
0.236,0.131,3,7,1,Si
0.356,0.229,4,9,1,Si
0.379,0.077,3,8,1,Si
0.278,0.13,4,8,1,Si
0.242,0.259,4,9,1,Si
0.053,0.13,3,8,1,Si
0.328,0.27,3,8,1,Si
0.371,0.244,2,10,1,Si
0.114,0.327,3,7,1,Si
0.173,0.018,3,7,1,Si
0.268,0.332,2,8,1,Si
0.202,0.115,4,6,1,Si
0.077,0.13,3,8,1,Si
0.314,0.095,2,8,1,Si
0.326,0.172,4,9,1,Si
0.494,0.06,2,6,1,Si
0.383,0.128,4,9,1,Si
0.485,0.036,2,6,1,Si
0.042,0.281,2,6,1,Si
0.434,0.079,3,8,1,Si
0.243,0.324,3,9,1,Si
0.226,0.067,4,7,1,Si
0.054,0.227,3,8,1,Si
0.058,0.105,4,9,1,Si
0.045,0.136,2,7,1,Si
0.028,0.216,4,10,1,Si
0.21,0.309,2,7,1,Si
0.194,0.189,3,9,1,Si
0.206,0.057,4,8,1,Si
0.165,0.143,3,9,1,Si
0.407,0.146,2,7,1,Si
0.03,0.101,3,9,1,Si
0.465,0.198,3,7,1,Si
0.448,0.192,3,9,1,Si
0.046,0.263,4,8,1,Si
0.161,0.221,3,6,1,Si
0.442,0.218,3,7,1,Si
0.422,0.05,3,8,1,Si
0.382,0.305,3,7,1,Si
0.226,0.284,2,9,1,Si
0.36,0.047,4,7,1,Si
0.318,0.263,3,10,1,Si
0.408,0.184,3,6,1,Si
0.21,0.055,3,6,1,Si
0.465,0.333,3,9,1,Si
0.274,0.079,2,6,1,Si
0.266,0.114,3,6,1,Si
0.277,0.134,3,8,1,Si
0.104,0.269,3,7,1,Si
0.198,0.284,2,6,1,Si
0.159,0.24,2,6,1,Si
0.482,0.305,2,10,1,Si
0.493,0.191,3,8,1,Si
0.443,0.077,2,8,1,Si
0.31,0.123,2,8,1,Si
0.43,0.061,2,9,1,Si
0.323,0.145,4,8,1,Si
0.281,0.324,4,7,1,Si
0.022,0.119,4,8,1,Si
0.365,0.21,3,7,1,Si
